Year,City,Sport,Discipline,Athlete,Gender,Event,Medal,Country,Code,Population,GDP per Capita,Season,Agility,Analytical Aptitude,Durability,Endurance,Flexibility,Hand-Eye Coordination,Nerve,Power,Rank,Speed,Strength,Total
"1900-01-01,Paris,Golf,Golf,""ABBOTT, Margaret Ives"",Women,Individual,Gold,United States,USA,321418820.0,56115.7184261955,summer,1.75,6.38,2.38,3.25,4.0,6.0,2.5,6.13,51.0,1.63,3.88,37.875"
"1900-01-01,Paris,Golf,Golf,""WHITTIER, Pauline"",Women,Individual,Silver,United States,USA,321418820.0,56115.7184261955,summer,1.75,6.38,2.38,3.25,4.0,6.0,2.5,6.13,51.0,1.63,3.88,37.875"
"1900-01-01,Paris,Rowing,Rowing,""BRANDT, Francois Antoine"",Men,Eight With Coxswain (8+),Bronze,Netherlands,NED,16936520.0,44299.768085382995,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""BROCKMANN, Hermanus Gerardus"",Men,Eight With Coxswain (8+),Bronze,Netherlands,NED,16936520.0,44299.768085382995,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""KLEIN, Roelof"",Men,Eight With Coxswain (8+),Bronze,Netherlands,NED,16936520.0,44299.768085382995,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""LEEGSTRA, Ruud Gerbens"",Men,Eight With Coxswain (8+),Bronze,Netherlands,NED,16936520.0,44299.768085382995,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""MIDDELBERG, Walter"",Men,Eight With Coxswain (8+),Bronze,Netherlands,NED,16936520.0,44299.768085382995,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""OFFERHAUS, Hendrik Karel"",Men,Eight With Coxswain (8+),Bronze,Netherlands,NED,16936520.0,44299.768085382995,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""THIJSSEN, Walter"",Men,Eight With Coxswain (8+),Bronze,Netherlands,NED,16936520.0,44299.768085382995,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"

"1900-01-01,Paris,Rowing,Rowing,""VAN DIJK, Johannes Wilhelmus Maria"",Men,Eight With Coxswain (8+),Bronze,Netherlands,NED,16936520.0,44299.768085382995,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""ABELL, Louis"",Men,Eight With Coxswain (8+),Gold,United States,USA,321418820.0,56115.7184261955,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""CARR, William"",Men,Eight With Coxswain (8+),Gold,United States,USA,321418820.0,56115.7184261955,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""DEBAECKE, Harry"",Men,Eight With Coxswain (8+),Gold,United States,USA,321418820.0,56115.7184261955,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""EXLEY, John"",Men,Eight With Coxswain (8+),Gold,United States,USA,321418820.0,56115.7184261955,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""GEIGER, John"",Men,Eight With Coxswain (8+),Gold,United States,USA,321418820.0,56115.7184261955,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""HEDLEY, Edward"",Men,Eight With Coxswain (8+),Gold,United States,USA,321418820.0,56115.7184261955,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""JUVENAL, James"",Men,Eight With Coxswain (8+),Gold,United States,USA,321418820.0,56115.7184261955,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""LOCKWOOD, Roscoe"",Men,Eight With Coxswain (8+),Gold,United States,USA,321418820.0,56115.7184261955,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""MARSH, Edward"",Men,Eight With Coxswain (8+),Gold,United States,USA,321418820.0,56115.7184261955,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""BRUGGEMAN, Prospère"",Men,Eight With Coxswain (8+),Silver,Belgium,BEL,11285721.0,40324.0277657215,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""DE BISSCHOP, Jules"",Men,Eight With Coxswain (8+),Silver,Belgium,BEL,11285721.0,40324.0277657215,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""DE COCK, Oscar"",Men,Eight With Coxswain (8+),Silver,Belgium,BEL,11285721.0,40324.0277657215,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""DE SOMVILLE, Oscar Charles"",Men,Eight With Coxswain (8+),Silver,Belgium,BEL,11285721.0,40324.0277657215,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""HEMELSOET, Maurice"",Men,Eight With Coxswain (8+),Silver,Belgium,BEL,11285721.0,40324.0277657215,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""ODBERG, Frank"",Men,Eight With Coxswain (8+),Silver,Belgium,BEL,11285721.0,40324.0277657215,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""VAN CROMBRUGGHE, Marcel Lucien"",Men,Eight With Coxswain (8+),Silver,Belgium,BEL,11285721.0,40324.0277657215,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""VAN LANDEGHEM, Alfred"",Men,Eight With Coxswain (8+),Silver,Belgium,BEL,11285721.0,40324.0277657215,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""VERDONCK, Maurice"",Men,Eight With Coxswain (8+),Silver,Belgium,BEL,11285721.0,40324.0277657215,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""CARSTENS, Wilhelm"",Men,Four-Oared Shell With Coxswain (4-),Bronze,Germany,GER,81413145.0,41313.3139945434,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""FELLE, Ernst"",Men,Four-Oared Shell With Coxswain (4-),Bronze,Germany,GER,81413145.0,41313.3139945434,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""FICKEISEN, Otto"",Men,Four-Oared Shell With Coxswain (4-),Bronze,Germany,GER,81413145.0,41313.3139945434,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""KÖRNER, Julius"",Men,Four-Oared Shell With Coxswain (4-),Bronze,Germany,GER,81413145.0,41313.3139945434,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""KRÖWERATH, Franz"",Men,Four-Oared Shell With Coxswain (4-),Bronze,Germany,GER,81413145.0,41313.3139945434,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""LEHLE, Carl"",Men,Four-Oared Shell With Coxswain (4-),Bronze,Germany,GER,81413145.0,41313.3139945434,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""MÖLLER, Adolf"",Men,Four-Oared Shell With Coxswain (4-),Bronze,Germany,GER,81413145.0,41313.3139945434,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""MOTHS, Gustav Adolf"",Men,Four-Oared Shell With Coxswain (4-),Bronze,Germany,GER,81413145.0,41313.3139945434,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""RÜSTER, Hugo"",Men,Four-Oared Shell With Coxswain (4-),Bronze,Germany,GER,81413145.0,41313.3139945434,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""WILKER, Hermann"",Men,Four-Oared Shell With Coxswain (4-),Bronze,Germany,GER,81413145.0,41313.3139945434,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""BOUCKAERT, Henri"",Men,Four-Oared Shell With Coxswain (4-),Gold,France,FRA,66808385.0,36205.5681017036,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""CAU, Jean"",Men,Four-Oared Shell With Coxswain (4-),Gold,France,FRA,66808385.0,36205.5681017036,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
1900-01-01,Paris,Rowing,Rowing,CHARLOT,Men,Four-Oared Shell With Coxswain (4-),Gold,France,FRA,66808385.0,36205.5681017036,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125
"1900-01-01,Paris,Rowing,Rowing,""DELCHAMBRE, Emile"",Men,Four-Oared Shell With Coxswain (4-),Gold,France,FRA,66808385.0,36205.5681017036,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""GOSSLER, Carl Heinrich"",Men,Four-Oared Shell With Coxswain (4-),Gold,Germany,GER,81413145.0,41313.3139945434,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""GOSSLER, Gustav Ludwig"",Men,Four-Oared Shell With Coxswain (4-),Gold,Germany,GER,81413145.0,41313.3139945434,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""GOSSLER, Oscar"",Men,Four-Oared Shell With Coxswain (4-),Gold,Germany,GER,81413145.0,41313.3139945434,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""HAZEBROUCK, Henri"",Men,Four-Oared Shell With Coxswain (4-),Gold,France,FRA,66808385.0,36205.5681017036,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""KATZENSTEIN, Walther"",Men,Four-Oared Shell With Coxswain (4-),Gold,Germany,GER,81413145.0,41313.3139945434,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""TIETGENS, Waldemar"",Men,Four-Oared Shell With Coxswain (4-),Gold,Germany,GER,81413145.0,41313.3139945434,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""BROCKMANN, Hermanus Gerardus"",Men,Four-Oared Shell With Coxswain (4-),Silver,Netherlands,NED,16936520.0,44299.768085382995,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""HIEBENDAAI, Coenraad Christiaan"",Men,Four-Oared Shell With Coxswain (4-),Silver,Netherlands,NED,16936520.0,44299.768085382995,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""LOTSY, Gerhard Oswald"",Men,Four-Oared Shell With Coxswain (4-),Silver,Netherlands,NED,16936520.0,44299.768085382995,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""LOTSY, Paulus Jan"",Men,Four-Oared Shell With Coxswain (4-),Silver,Netherlands,NED,16936520.0,44299.768085382995,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""LUMPP, Georges"",Men,Four-Oared Shell With Coxswain (4-),Silver,France,FRA,66808385.0,36205.5681017036,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""PERRIN, Charles"",Men,Four-Oared Shell With Coxswain (4-),Silver,France,FRA,66808385.0,36205.5681017036,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""SOUBEYRAN, Daniel"",Men,Four-Oared Shell With Coxswain (4-),Silver,France,FRA,66808385.0,36205.5681017036,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""TERWOGT, Johannes Hester Lambertus"",Men,Four-Oared Shell With Coxswain (4-),Silver,Netherlands,NED,16936520.0,44299.768085382995,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""WEGELIN, Emile"",Men,Four-Oared Shell With Coxswain (4-),Silver,France,FRA,66808385.0,36205.5681017036,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""DELTOUR, Carlos"",Men,Pair-Oared Shell With Coxswain (2+),Bronze,France,FRA,66808385.0,36205.5681017036,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""PAOLI, Raoul"",Men,Pair-Oared Shell With Coxswain (2+),Bronze,France,FRA,66808385.0,36205.5681017036,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""VEDRENNE, Antoine Erneste"",Men,Pair-Oared Shell With Coxswain (2+),Bronze,France,FRA,66808385.0,36205.5681017036,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""MARTINET, Louis"",Men,Pair-Oared Shell With Coxswain (2+),Silver,France,FRA,66808385.0,36205.5681017036,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
1900-01-01,Paris,Rowing,Rowing,UNKNOWN COX / BARREUR INCONNU,Men,Pair-Oared Shell With Coxswain (2+),Silver,France,FRA,66808385.0,36205.5681017036,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125
1900-01-01,Paris,Rowing,Rowing,WALEFF,Men,Pair-Oared Shell With Coxswain (2+),Silver,France,FRA,66808385.0,36205.5681017036,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125
"1900-01-01,Paris,Rowing,Rowing,""ASHE, Saint-George"",Men,Single Sculls (1X),Bronze,United Kingdom,GBR,65138232.0,43875.9696143686,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""BARRELET, Henri"",Men,Single Sculls (1X),Gold,France,FRA,66808385.0,36205.5681017036,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rowing,Rowing,""GAUDIN, André"",Men,Single Sculls (1X),Silver,France,FRA,66808385.0,36205.5681017036,summer,2.5,3.63,4.38,8.1300000000000008,4.0,2.88,1.75,7.13,39.0,4.0,7.75,46.125"
"1900-01-01,Paris,Rugby,Rugby,""AITOFF, Vladimir"",Men,Rugby,Gold,France,FRA,66808385.0,36205.5681017036,summer,6.0,5.63,7.88,6.75,4.13,4.38,6.5,6.38,13.0,5.88,7.0,60.5"
"1900-01-01,Paris,Rugby,Rugby,""ALBERT, A."",Men,Rugby,Gold,France,FRA,66808385.0,36205.5681017036,summer,6.0,5.63,7.88,6.75,4.13,4.38,6.5,6.38,13.0,5.88,7.0,60.5"
"1900-01-01,Paris,Rugby,Rugby,""BINOCHE, Jean, LÃ©on"",Men,Rugby,Gold,France,FRA,66808385.0,36205.5681017036,summer,6.0,5.63,7.88,6.75,4.13,4.38,6.5,6.38,13.0,5.88,7.0,60.5"
"1900-01-01,Paris,Rugby,Rugby,""COLLAS, Jean"",Men,Rugby,Gold,France,FRA,66808385.0,36205.5681017036,summer,6.0,5.63,7.88,6.75,4.13,4.38,6.5,6.38,13.0,5.88,7.0,60.5"
"1900-01-01,Paris,Rugby,Rugby,""GAUTIER, Jean Guy"",Men,Rugby,Gold,France,FRA,66808385.0,36205.5681017036,summer,6.0,5.63,7.88,6.75,4.13,4.38,6.5,6.38,13.0,5.88,7.0,60.5"
"1900-01-01,Paris,Rugby,Rugby,""GIROUX, Auguste"",Men,Rugby,Gold,France,FRA,66808385.0,36205.5681017036,summer,6.0,5.63,7.88,6.75,4.13,4.38,6.5,6.38,13.0,5.88,7.0,60.5"
"1900-01-01,Paris,Rugby,Rugby,""GONDOUIN, Charles"",Men,Rugby,Gold,France,FRA,66808385.0,36205.5681017036,summer,6.0,5.63,7.88,6.75,4.13,4.38,6.5,6.38,13.0,5.88,7.0,60.5"
"1900-01-01,Paris,Rugby,Rugby,""HENRIQUEZ DE ZUBIERRA, Constantin"",Men,Rugby,Gold,France,FRA,66808385.0,36205.5681017036,summer,6.0,5.63,7.88,6.75,4.13,4.38,6.5,6.38,13.0,5.88,7.0,60.5"
"1900-01-01,Paris,Rugby,Rugby,""HERVE, Jean"",Men,Rugby,Gold,France,FRA,66808385.0,36205.5681017036,summer,6.0,5.63,7.88,6.75,4.13,4.38,6.5,6.38,13.0,5.88,7.0,60.5"
"1900-01-01,Paris,Rugby,Rugby,""LARDANCHET, Victor"",Men,Rugby,Gold,France,FRA,66808385.0,36205.5681017036,summer,6.0,5.63,7.88,6.75,4.13,4.38,6.5,6.38,13.0,5.88,7.0,60.5"
"1900-01-01,Paris,Rugby,Rugby,""LEFEBVRE, Hubert"",Men,Rugby,Gold,France,FRA,66808385.0,36205.5681017036,summer,6.0,5.63,7.88,6.75,4.13,4.38,6.5,6.38,13.0,5.88,7.0,60.5"
"1900-01-01,Paris,Rugby,Rugby,""OLIVIER, Joseph"",Men,Rugby,Gold,France,FRA,66808385.0,36205.5681017036,summer,6.0,5.63,7.88,6.75,4.13,4.38,6.5,6.38,13.0,5.88,7.0,60.5"
"1900-01-01,Paris,Rugby,Rugby,""PHARAMOND, Alexandre"",Men,Rugby,Gold,France,FRA,66808385.0,36205.5681017036,summer,6.0,5.63,7.88,6.75,4.13,4.38,6.5,6.38,13.0,5.88,7.0,60.5"
"1900-01-01,Paris,Rugby,Rugby,""REICHEL, Frantz"",Men,Rugby,Gold,France,FRA,66808385.0,36205.5681017036,summer,6.0,5.63,7.88,6.75,4.13,4.38,6.5,6.38,13.0,5.88,7.0,60.5"
"1900-01-01,Paris,Rugby,Rugby,""RISCHMANN, André"",Men,Rugby,Gold,France,FRA,66808385.0,36205.5681017036,summer,6.0,5.63,7.88,6.75,4.13,4.38,6.5,6.38,13.0,5.88,7.0,60.5"
"1900-01-01,Paris,Rugby,Rugby,""ROOSEVELT, Albert"",Men,Rugby,Gold,France,FRA,66808385.0,36205.5681017036,summer,6.0,5.63,7.88,6.75,4.13,4.38,6.5,6.38,13.0,5.88,7.0,60.5"
"1900-01-01,Paris,Rugby,Rugby,""SARRADE, Emile"",Men,Rugby,Gold,France,FRA,66808385.0,36205.5681017036,summer,6.0,5.63,7.88,6.75,4.13,4.38,6.5,6.38,13.0,5.88,7.0,60.5"
"1900-01-01,Paris,Rugby,Rugby,""AMRHEIN, Albert"",Men,Rugby,Silver,Germany,GER,81413145.0,41313.3139945434,summer,6.0,5.63,7.88,6.75,4.13,4.38,6.5,6.38,13.0,5.88,7.0,60.5"
"1900-01-01,Paris,Rugby,Rugby,""BAYLISS, F.C."",Men,Rugby,Silver,United Kingdom,GBR,65138232.0,43875.9696143686,summer,6.0,5.63,7.88,6.75,4.13,4.38,6.5,6.38,13.0,5.88,7.0,60.5"
"1900-01-01,Paris,Rugby,Rugby,""BETTING, Hugo"",Men,Rugby,Silver,Germany,GER,81413145.0,41313.3139945434,summer,6.0,5.63,7.88,6.75,4.13,4.38,6.5,6.38,13.0,5.88,7.0,60.5"
"1900-01-01,Paris,Rugby,Rugby,""BIRTLES, J.Henry"",Men,Rugby,Silver,United Kingdom,GBR,65138232.0,43875.9696143686,summer,6.0,5.63,7.88,6.75,4.13,4.38,6.5,6.38,13.0,5.88,7.0,60.5"
"1900-01-01,Paris,Rugby,Rugby,""CAUTLON, J."",Men,Rugby,Silver,United Kingdom,GBR,65138232.0,43875.9696143686,summer,6.0,5.63,7.88,6.75,4.13,4.38,6.5,6.38,13.0,5.88,7.0,60.5"
"1900-01-01,Paris,Rugby,Rugby,""DARBY, Artur John"",Men,Rugby,Silver,United Kingdom,GBR,65138232.0,43875.9696143686,summer,6.0,5.63,7.88,6.75,4.13,4.38,6.5,6.38,13.0,5.88,7.0,60.5"
"1900-01-01,Paris,Rugby,Rugby,""DEYKIN, C.P."",Men,Rugby,Silver,United Kingdom,GBR,65138232.0,43875.9696143686,summer,6.0,5.63,7.88,6.75,4.13,4.38,6.5,6.38,13.0,5.88,7.0,60.5"
"1900-01-01,Paris,Rugby,Rugby,""HERRMANN, Jacob"",Men,Rugby,Silver,Germany,GER,81413145.0,41313.3139945434,summer,6.0,5.63,7.88,6.75,4.13,4.38,6.5,6.38,13.0,5.88,7.0,60.5"
"1900-01-01,Paris,Rugby,Rugby,""HOFMEISTER, Willy"",Men,Rugby,Silver,Germany,GER,81413145.0,41313.3139945434,summer,6.0,5.63,7.88,6.75,4.13,4.38,6.5,6.38,13.0,5.88,7.0,60.5"
"1900-01-01,Paris,Rugby,Rugby,""HOOD, L."",Men,Rugby,Silver,United Kingdom,GBR,65138232.0,43875.9696143686,summer,6.0,5.63,7.88,6.75,4.13,4.38,6.5,6.38,13.0,5.88,7.0,60.5"
"1900-01-01,Paris,Rugby,Rugby,""KREUZER, Hermann"",Men,Rugby,Silver,Germany,GER,81413145.0,41313.3139945434,summer,6.0,5.63,7.88,6.75,4.13,4.38,6.5,6.38,13.0,5.88,7.0,60.5"
"1900-01-01,Paris,Rugby,Rugby,""LANDVOIGT, Arnold"",Men,Rugby,Silver,Germany,GER,81413145.0,41313.3139945434,summer,6.0,5.63,7.88,6.75,4.13,4.38,6.5,6.38,13.0,5.88,7.0,60.5"
"1900-01-01,Paris,Rugby,Rugby,""LATSCHA, Hans"",Men,Rugby,Silver,Germany,GER,81413145.0,41313.3139945434,summer,6.0,5.63,7.88,6.75,4.13,4.38,6.5,6.38,13.0,5.88,7.0,60.5"
"1900-01-01,Paris,Rugby,Rugby,""LOGAN, M.L."",Men,Rugby,Silver,United Kingdom,GBR,65138232.0,43875.9696143686,summer,6.0,5.63,7.88,6.75,4.13,4.38,6.5,6.38,13.0,5.88,7.0,60.5"
"1900-01-01,Paris,Rugby,Rugby,""LOVEITT, H.A."",Men,Rugby,Silver,United Kingdom,GBR,65138232.0,43875.9696143686,summer,6.0,5.63,7.88,6.75,4.13,4.38,6.5,6.38,13.0,5.88,7.0,60.5"
"1900-01-01,Paris,Rugby,Rugby,""LUDWIG, Erich"",Men,Rugby,Silver,Germany,GER,81413145.0,41313.3139945434,summer,6.0,5.63,7.88,6.75,4.13,4.38,6.5,6.38,13.0,5.88,7.0,60.5"
"1900-01-01,Paris,Rugby,Rugby,""LUDWIG, Richard"",Men,Rugby,Silver,Germany,GER,81413145.0,41313.3139945434,summer,6.0,5.63,7.88,6.75,4.13,4.38,6.5,6.38,13.0,5.88,7.0,60.5"
"1900-01-01,Paris,Rugby,Rugby,""MÜLLER, Fritz"",Men,Rugby,Silver,Germany,GER,81413145.0,41313.3139945434,summer,6.0,5.63,7.88,6.75,4.13,4.38,6.5,6.38,13.0,5.88,7.0,60.5"
"1900-01-01,Paris,Rugby,Rugby,""NICOL, N.S."",Men,Rugby,Silver,United Kingdom,GBR,65138232.0,43875.9696143686,summer,6.0,5.63,7.88,6.75,4.13,4.38,6.5,6.38,13.0,5.88,7.0,60.5"
"1900-01-01,Paris,Rugby,Rugby,""POPPE, Eduard"",Men,Rugby,Silver,Germany,GER,81413145.0,41313.3139945434,summer,6.0,5.63,7.88,6.75,4.13,4.38,6.5,6.38,13.0,5.88,7.0,60.5"
"1900-01-01,Paris,Rugby,Rugby,""REITZ, Heinrich"",Men,Rugby,Silver,Germany,GER,81413145.0,41313.3139945434,summer,6.0,5.63,7.88,6.75,4.13,4.38,6.5,6.38,13.0,5.88,7.0,60.5"
"1900-01-01,Paris,Rugby,Rugby,""SCHMIERER, August"",Men,Rugby,Silver,Germany,GER,81413145.0,41313.3139945434,summer,6.0,5.63,7.88,6.75,4.13,4.38,6.5,6.38,13.0,5.88,7.0,60.5"
